company,year,theme,subtheme,keyword,count
Amazon,2024,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Amazon,2025,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Chevron,2013,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Chevron,2018,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],2
Chevron,2020,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],3
Chevron,2021,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Chevron,2022,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],4
Chevron,2023,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],4
Chevron,2024,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],3
Nvidia,2017,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Nvidia,2018,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Nvidia,2020,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Nvidia,2021,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Nvidia,2022,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Nvidia,2023,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Nvidia,2025,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Shell,2014,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],4
Shell,2015,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],2
Shell,2016,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],2
Shell,2020,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],5
Shell,2022,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],1
Shell,2024,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Shell,2025,"Purpose, Vision, and Governance",Shareholder/value orientation,dividend [dividends],0
Amazon,1997,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",10
Amazon,2016,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",2
Amazon,2020,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Amazon,2021,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",3
Amazon,2022,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Amazon,2024,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",19
Amazon,2025,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",5
Chevron,2013,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Chevron,2018,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Chevron,2020,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Chevron,2021,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Chevron,2022,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Chevron,2023,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Chevron,2024,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Nvidia,2017,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Nvidia,2018,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Nvidia,2020,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Nvidia,2021,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",2
Nvidia,2022,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Nvidia,2023,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Nvidia,2025,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",4
Shell,2014,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",2
Shell,2015,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Shell,2016,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Shell,2020,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Shell,2022,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Shell,2024,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",1
Shell,2025,"Purpose, Vision, and Governance",Market/category leadership,"leader [leaders, leadership]",0
Amazon,1997,"Purpose, Vision, and Governance",Market/category leadership,market leadership,7
Amazon,2016,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,2020,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,2021,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,2022,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,2024,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,2025,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2013,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2018,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2020,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2021,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2022,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2023,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Chevron,2024,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2017,"Purpose, Vision, and Governance",Market/category leadership,market leadership,1
Nvidia,2018,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2020,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2021,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2022,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2023,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Nvidia,2025,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2014,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2015,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2016,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2020,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2022,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2024,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Shell,2025,"Purpose, Vision, and Governance",Market/category leadership,market leadership,0
Amazon,1997,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Amazon,2016,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Amazon,2020,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Amazon,2021,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",5
Amazon,2022,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",4
Amazon,2024,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Amazon,2025,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",6
Chevron,2013,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Chevron,2018,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Chevron,2020,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Chevron,2021,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Chevron,2022,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",2
Chevron,2023,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Chevron,2024,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Nvidia,2017,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Nvidia,2018,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",2
Nvidia,2020,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",3
Nvidia,2021,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Nvidia,2022,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",3
Nvidia,2023,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",3
Nvidia,2025,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",23
Shell,2014,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Shell,2015,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Shell,2016,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Shell,2020,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Shell,2022,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Shell,2024,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",1
Shell,2025,"Purpose, Vision, and Governance",Market/category leadership,"scale [scales, scaled, scaling]",0
Amazon,1997,"Purpose, Vision, and Governance",Market/category leadership,ecosystem [ecosystems],0
Amazon,2016,"Purpose, Vision, and Governance",Market/category leadership,ecosystem [ecosystems],0
Amazon,2020,"Purpose, Vision, and Governance",Market/category leadership,ecosystem [ecosystems],0
Amazon,2021,"Purpose, Vision, and Governance",Market/category leadership,ecosystem [ecosystems],0
Amazon,2022,"Purpose, Vision, and Governance",Market/category leadership,ecosystem [ecosystems],1
